,store,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1,2013-01-02,5284.447944,4404.214359781001,6636.755096467287,5284.447944,5284.447944,225.28428653325957,225.28428653325957,225.28428653325957,-168.38468480147426,-168.38468480147426,-168.38468480147426,393.6689713347339,393.6689713347339,393.6689713347339,0.0,0.0,0.0,5509.732230533259
1,1,2013-01-03,5282.42609226383,4250.857471249982,6444.936096294743,5282.42609226383,5282.42609226383,47.561272974504085,47.561272974504085,47.561272974504085,-243.8607753602068,-243.8607753602068,-243.8607753602068,291.42204833471084,291.42204833471084,291.42204833471084,0.0,0.0,0.0,5329.987365238334
2,1,2013-01-04,5280.40424052766,4447.791237785248,6529.955646269307,5280.40424052766,5280.40424052766,168.446565465069,168.446565465069,168.446565465069,-25.282492707884103,-25.282492707884103,-25.282492707884103,193.72905817295313,193.72905817295313,193.72905817295313,0.0,0.0,0.0,5448.850805992729
3,1,2013-01-05,5278.382388791489,4464.70346175611,6614.07874052838,5278.382388791489,5278.382388791489,253.19224212949993,253.19224212949993,253.19224212949993,151.4824673053875,151.4824673053875,151.4824673053875,101.70977482411243,101.70977482411243,101.70977482411243,0.0,0.0,0.0,5531.574630920989
4,1,2013-01-07,5274.338685319148,4459.448025677591,6626.4110059238255,5274.338685319148,5274.338685319148,290.6391968039318,290.6391968039318,290.6391968039318,352.1158978004467,352.1158978004467,352.1158978004467,-61.476700996514985,-61.476700996514985,-61.476700996514985,0.0,0.0,0.0,5564.977882123079
5,1,2013-01-08,5272.316833582979,3952.8173609617825,6214.9668996853825,5272.316833582979,5272.316833582979,-196.38589948777815,-196.38589948777815,-196.38589948777815,-65.28866622444863,-65.28866622444863,-65.28866622444863,-131.09723326332949,-131.09723326332949,-131.09723326332949,0.0,0.0,0.0,5075.9309340952
6,1,2013-01-09,5270.294981846809,3797.5168384111666,6005.328302027035,5270.294981846809,5270.294981846809,-360.35737541264035,-360.35737541264035,-360.35737541264035,-168.3846848010187,-168.3846848010187,-168.3846848010187,-191.97269061162163,-191.97269061162163,-191.97269061162163,0.0,0.0,0.0,4909.937606434169
7,1,2013-01-10,5268.273130110639,3692.9263161343897,5870.441406869647,5268.273130110639,5268.273130110639,-487.6024618893436,-487.6024618893436,-487.6024618893436,-243.86077535983972,-243.86077535983972,-243.86077535983972,-243.74168652950388,-243.74168652950388,-243.74168652950388,0.0,0.0,0.0,4780.670668221295
8,1,2013-01-11,5266.251278374468,3854.053571794909,6006.644127012681,5266.251278374468,5266.251278374468,-311.4971852248344,-311.4971852248344,-311.4971852248344,-25.28249270704749,-25.28249270704749,-25.28249270704749,-286.21469251778694,-286.21469251778694,-286.21469251778694,0.0,0.0,0.0,4954.754093149633
9,1,2013-01-12,5264.229426638298,3988.897693078889,6156.166390666762,5264.229426638298,5264.229426638298,-167.8898099077243,-167.8898099077243,-167.8898099077243,151.48246730555067,151.48246730555067,151.48246730555067,-319.372277213275,-319.372277213275,-319.372277213275,0.0,0.0,0.0,5096.339616730574
10,1,2013-01-14,5260.185723165957,4072.4317116566767,6359.764446548574,5260.185723165957,5260.185723165957,-6.3630185125419345,-6.3630185125419345,-6.3630185125419345,352.11589780043033,352.11589780043033,352.11589780043033,-358.4789163129723,-358.4789163129723,-358.4789163129723,0.0,0.0,0.0,5253.822704653415
11,1,2013-01-15,5258.163871429787,3765.4841600888603,5970.975101276609,5258.163871429787,5258.163871429787,-430.4643862518385,-430.4643862518385,-430.4643862518385,-65.28866622458571,-65.28866622458571,-65.28866622458571,-365.17572002725274,-365.17572002725274,-365.17572002725274,0.0,0.0,0.0,4827.699485177948
12,1,2013-01-16,5256.142019693616,3667.044260795027,5800.3218145439705,5256.142019693616,5256.142019693616,-532.4113084461893,-532.4113084461893,-532.4113084461893,-168.3846848005632,-168.3846848005632,-168.3846848005632,-364.0266236456261,-364.0266236456261,-364.0266236456261,0.0,0.0,0.0,4723.730711247426
13,1,2013-01-17,5254.120167957446,3561.654855531589,5720.154712715053,5254.120167957446,5254.120167957446,-599.5823942327162,-599.5823942327162,-599.5823942327162,-243.8607753594727,-243.8607753594727,-243.8607753594727,-355.7216188732434,-355.7216188732434,-355.7216188732434,0.0,0.0,0.0,4654.53777372473
