,store,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1,2013-01-02,5284.447944,4330.249162630526,6585.41260246156,5284.447944,5284.447944,225.28428653325957,225.28428653325957,225.28428653325957,-168.38468480147426,-168.38468480147426,-168.38468480147426,393.6689713347339,393.6689713347339,393.6689713347339,0.0,0.0,0.0,5509.732230533259
1,1,2013-01-03,5282.42609226383,4239.042700436183,6326.598901231323,5282.42609226383,5282.42609226383,47.561272974504085,47.561272974504085,47.561272974504085,-243.8607753602068,-243.8607753602068,-243.8607753602068,291.42204833471084,291.42204833471084,291.42204833471084,0.0,0.0,0.0,5329.987365238334
2,1,2013-01-04,5280.40424052766,4367.837340546354,6523.9943091000405,5280.40424052766,5280.40424052766,168.446565465069,168.446565465069,168.446565465069,-25.282492707884103,-25.282492707884103,-25.282492707884103,193.72905817295313,193.72905817295313,193.72905817295313,0.0,0.0,0.0,5448.850805992729
3,1,2013-01-05,5278.382388791489,4378.414743172684,6646.615712392943,5278.382388791489,5278.382388791489,253.19224212949993,253.19224212949993,253.19224212949993,151.4824673053875,151.4824673053875,151.4824673053875,101.70977482411243,101.70977482411243,101.70977482411243,0.0,0.0,0.0,5531.574630920989
4,1,2013-01-07,5274.338685319148,4407.8543959232275,6623.955354689916,5274.338685319148,5274.338685319148,290.6391968039318,290.6391968039318,290.6391968039318,352.1158978004467,352.1158978004467,352.1158978004467,-61.476700996514985,-61.476700996514985,-61.476700996514985,0.0,0.0,0.0,5564.977882123079
5,1,2013-01-08,5272.316833582979,3986.4731271250357,6089.595100220458,5272.316833582979,5272.316833582979,-196.38589948777815,-196.38589948777815,-196.38589948777815,-65.28866622444863,-65.28866622444863,-65.28866622444863,-131.09723326332949,-131.09723326332949,-131.09723326332949,0.0,0.0,0.0,5075.9309340952
6,1,2013-01-09,5270.294981846809,3824.915354827208,6038.949597232678,5270.294981846809,5270.294981846809,-360.35737541264035,-360.35737541264035,-360.35737541264035,-168.3846848010187,-168.3846848010187,-168.3846848010187,-191.97269061162163,-191.97269061162163,-191.97269061162163,0.0,0.0,0.0,4909.937606434169
7,1,2013-01-10,5268.273130110639,3722.6520766611943,5789.683367456723,5268.273130110639,5268.273130110639,-487.6024618893436,-487.6024618893436,-487.6024618893436,-243.86077535983972,-243.86077535983972,-243.86077535983972,-243.74168652950388,-243.74168652950388,-243.74168652950388,0.0,0.0,0.0,4780.670668221295
8,1,2013-01-11,5266.251278374468,3951.35075513679,6061.398219327,5266.251278374468,5266.251278374468,-311.4971852248344,-311.4971852248344,-311.4971852248344,-25.28249270704749,-25.28249270704749,-25.28249270704749,-286.21469251778694,-286.21469251778694,-286.21469251778694,0.0,0.0,0.0,4954.754093149633
9,1,2013-01-12,5264.229426638298,4017.1636928825387,6293.861770612111,5264.229426638298,5264.229426638298,-167.8898099077243,-167.8898099077243,-167.8898099077243,151.48246730555067,151.48246730555067,151.48246730555067,-319.372277213275,-319.372277213275,-319.372277213275,0.0,0.0,0.0,5096.339616730574
